All_Poverty,M_Poverty,F_Poverty,FIPS,Med_Income,Med_Income_White,Med_Income_Black,Med_Income_Nat_Am,Med_Income_Asian,Hispanic,M_With,M_Without,F_With,F_Without,All_With,All_Without,fips_x,Incidence_Rate,Avg_Ann_Incidence,fips_y,Mortality_Rate,Avg_Ann_Deaths
63201,28120,35081,4021,49477.0,50501.0,52107.0,26310.0,66494.0,43213.0,155409,24692,163328,23603,318737,48295,4021,45.5,201.0,4021,33.6,146.0
10970,5162,5808,4023,40140.0,41819.0,101563.0,,73472.0,34613.0,18361,3991,20136,4339,38497,8330,4023,36.1,19.0,4023,23.1,12.0
34117,16249,17868,4025,44748.0,45086.0,50781.0,37228.0,71563.0,36870.0,90324,14466,95351,14369,185675,28835,4025,51.9,203.0,4025,38.1,151.0
40508,18351,22157,4027,40743.0,41798.0,44348.0,26896.0,69716.0,35293.0,76032,20388,81132,17421,157164,37809,4027,48.0,115.0,4027,30.9,74.0
194639,87343,107296,6001,75619.0,82824.0,42093.0,52793.0,95216.0,57291.0,681621,88190,732996,70544,1414617,158734,6001,46.0,687.0,6001,33.4,495.0
195,106,89,6003,52917.0,59423.0,,35625.0,,,512,142,400,77,912,219,6003,,2.0,6003,,
4191,1886,2305,6005,54171.0,54719.0,,37578.0,107995.0,31971.0,14369,1631,15820,1060,30189,2691,6005,58.7,38.0,6005,47.2,31.0
47532,23533,23999,6007,43444.0,44755.0,27031.0,40987.0,39435.0,35563.0,92483,16326,98566,12938,191049,29264,6007,61.4,169.0,6007,46.0,126.0
5590,2433,3157,6009,53233.0,55242.0,,,,54750.0,19250,2526,20634,1972,39884,4498,6009,52.3,41.0,6009,40.2,31.0
3171,1590,1581,6011,52168.0,54123.0,,55208.0,,45092.0,8848,2183,8582,1592,17430,3775,6011,56.0,11.0,6011,48.9,10.0
117915,52269,65646,6013,80185.0,85459.0,50343.0,56250.0,100536.0,58299.0,474034,57497,510094,48931,984128,106428,6013,49.2,554.0,6013,36.1,404.0
5207,2385,2822,6015,40847.0,42245.0,9141.0,50689.0,,24340.0,10237,1462,11012,1310,21249,2772,6015,78.4,25.0,6015,59.9,19.0
18831,9082,9749,6017,69584.0,70097.0,98140.0,48958.0,116625.0,47863.0,81148,9011,83819,7027,164967,16038,6017,50.0,116.0,6017,34.3,79.0
252187,117772,134415,6019,45233.0,50386.0,26110.0,36631.0,50683.0,36022.0,379453,88591,410573,66736,790026,155327,6019,50.8,411.0,6019,36.2,291.0
5721,2544,3177,6021,39349.0,41957.0,26389.0,36483.0,19181.0,35973.0,11142,2797,11606,2187,22748,4984,6021,61.2,19.0,6021,43.8,14.0
28158,13202,14956,6023,42197.0,44095.0,28504.0,27097.0,32823.0,35800.0,54679,11986,56929,10368,111608,22354,6023,56.4,86.0,6023,42.7,65.0
40114,18036,22078,6025,41079.0,42589.0,57321.0,36250.0,81128.0,37110.0,66068,14972,71962,14770,138030,29742,6025,44.3,69.0,6025,27.0,42.0
2019,907,1112,6027,45955.0,46694.0,65625.0,37148.0,,45514.0,7794,1063,8106,971,15900,2034,6027,45.7,13.0,6027,36.5,11.0
195744,87585,108159,6029,49026.0,50315.0,32429.0,33876.0,71908.0,39686.0,344109,73189,358933,60514,703042,133703,6029,55.7,371.0,6029,41.4,270.0
29900,13392,16508,6031,46481.0,48190.0,40991.0,38816.0,63568.0,37384.0,53683,10579,57172,9062,110855,19641,6031,48.8,54.0,6031,34.4,37.0
15597,7932,7665,6033,35578.0,37724.0,24111.0,32750.0,42075.0,31597.0,25756,5905,27121,4688,52877,10593,6033,73.7,70.0,6033,56.0,53.0
3563,1814,1749,6035,51555.0,51130.0,48500.0,61905.0,,46667.0,10144,1107,9576,1144,19720,2251,6035,60.9,19.0,6035,51.3,15.0
1800265,823612,976653,6037,56196.0,62124.0,40665.0,46394.0,66356.0,45320.0,3904322,997326,4230137,837175,8134459,1834501,6037,39.9,3701.0,6037,31.1,2876.0
33968,15721,18247,6039,45073.0,45095.0,35661.0,33516.0,53889.0,39124.0,57486,14771,62076,10344,119562,25115,6039,51.8,76.0,6039,37.0,53.0
20964,9707,11257,6041,93257.0,101129.0,54225.0,,89630.0,48813.0,111107,10737,123055,8224,234162,18961,6041,41.6,145.0,6041,29.7,106.0
2651,1264,1387,6043,47681.0,48529.0,,46111.0,,37976.0,7924,871,8092,729,16016,1600,6043,54.6,17.0,6043,43.3,13.0
17527,8215,9312,6045,42980.0,44531.0,19323.0,30598.0,49500.0,35090.0,35930,7213,38036,5443,73966,12656,6045,52.2,62.0,6045,42.1,51.0
67417,32269,35148,6047,42462.0,45504.0,32605.0,35347.0,50354.0,37404.0,106738,23878,112633,17643,219371,41521,6047,56.9,120.0,6047,41.1,85.0
1673,833,840,6049,37860.0,38375.0,,35385.0,32813.0,26445.0,3678,797,3881,584,7559,1381,6049,43.7,6.0,6049,34.8,5.0
684,344,340,6051,56944.0,61066.0,,,86250.0,45076.0,5317,1929,5413,1413,10730,3342,6051,24.6,3.0,6051,,
69475,31992,37483,6053,58783.0,59228.0,59634.0,58361.0,68208.0,48236.0,160439,42733,173038,33794,333477,76527,6053,42.6,163.0,6053,31.7,121.0
14020,6923,7097,6055,71379.0,72220.0,73003.0,50369.0,99486.0,52459.0,59832,8787,62340,7435,122172,16222,6055,53.3,92.0,6055,40.6,70.0
12367,5582,6785,6057,56521.0,56538.0,,60134.0,71462.0,45869.0,41033,6956,43911,5718,84944,12674,6057,47.3,75.0,6057,31.4,50.0
395483,182267,213216,6059,76509.0,79914.0,66555.0,55123.0,80739.0,56510.0,1292176,237090,1361429,208099,2653605,445189,6059,44.1,1326.0,6059,32.6,979.0
32427,15480,16947,6061,73948.0,73888.0,85580.0,60563.0,102714.0,54294.0,158349,18543,172630,13950,330979,32493,6061,49.6,222.0,6061,34.3,154.0
2687,1168,1519,6063,47333.0,48809.0,,38377.0,23355.0,30918.0,8108,1407,8361,926,16469,2333,6063,44.2,15.0,6063,36.5,12.0
379985,175705,204280,6065,56603.0,58994.0,52127.0,46960.0,71601.0,48510.0,916746,207979,974823,175978,1891569,383957,6065,47.2,1031.0,6065,37.1,808.0
262251,122854,139397,6067,55987.0,60420.0,38792.0,48547.0,61374.0,45042.0,607503,96682,666343,79357,1273846,176039,6067,56.9,793.0,6067,42.6,595.0
6202,2722,3480,6069,71077.0,71115.0,75972.0,63750.0,92727.0,59295.0,24382,4284,25574,3155,49956,7439,6069,40.2,18.0,6069,29.9,15.0
397766,178898,218868,6071,53433.0,55421.0,40705.0,41581.0,72134.0,49633.0,825890,177988,886691,159538,1712581,337526,6071,49.5,807.0,6071,39.0,625.0
454876,210952,243924,6073,64309.0,65480.0,50227.0,56297.0,81673.0,47896.0,1301142,234576,1380888,206949,2682030,441525,6073,49.0,1485.0,6073,36.0,1097.0
109524,52571,56953,6075,81294.0,100091.0,29800.0,36198.0,69577.0,57948.0,384329,40788,380762,30288,765091,71076,6075,49.0,459.0,6075,34.4,324.0
129390,59724,69666,6077,53274.0,56313.0,37428.0,37697.0,61128.0,44550.0,290726,55049,311300,42817,602026,97866,6077,56.8,353.0,6077,44.8,277.0
38630,18816,19814,6079,60691.0,61694.0,63224.0,46250.0,59421.0,48178.0,117241,17433,120210,14696,237451,32129,6079,46.9,161.0,6079,34.7,120.0
59232,26750,32482,6081,93623.0,97207.0,56213.0,70792.0,107531.0,61383.0,330032,36082,349501,29233,679533,65315,6081,45.3,375.0,6081,30.4,254.0
68017,32772,35245,6083,63985.0,66814.0,51695.0,57699.0,68710.0,49516.0,175112,37490,186064,30108,361176,67598,6083,42.1,189.0,6083,29.3,134.0
175690,81461,94229,6085,96310.0,94691.0,64219.0,55508.0,116152.0,61124.0,840137,93794,849441,75798,1689578,169592,6085,41.1,705.0,6085,27.6,472.0
39053,17482,21571,6087,67256.0,69441.0,63977.0,32056.0,68528.0,48648.0,115040,17940,121172,13853,236212,31793,6087,37.6,99.0,6087,28.4,74.0
31707,14584,17123,6089,44620.0,45180.0,39193.0,40240.0,45983.0,36457.0,73691,13334,79630,10912,153321,24246,6089,62.5,154.0,6089,48.6,119.0
438,180,258,6091,42833.0,42396.0,,,,18194.0,1238,258,1387,108,2625,366,6091,,2.0,6091,,
10026,4814,5212,6093,37170.0,38610.0,17784.0,22230.0,39500.0,30472.0,18728,2957,19573,2444,38301,5401,6093,60.5,44.0,6093,48.0,35.0
55534,24891,30643,6095,66828.0,71497.0,50790.0,50324.0,83281.0,55834.0,175710,24415,193177,19391,368887,43806,6095,58.1,246.0,6095,44.3,186.0
57179,26643,30536,6097,64240.0,66800.0,60091.0,53208.0,69885.0,51334.0,208988,31276,224981,25613,433969,56889,6097,49.5,288.0,6097,38.4,223.0
105927,48153,57774,6099,50125.0,51489.0,37772.0,37049.0,57620.0,42964.0,217812,41373,231370,33483,449182,74856,6099,57.4,273.0,6099,42.1,200.0
16743,7675,9068,6101,52017.0,53549.0,57432.0,55156.0,51821.0,40639.0,38662,7984,41134,6258,79796,14242,6101,56.3,56.0,6101,48.0,48.0
12313,5604,6709,6103,41001.0,40919.0,,38125.0,58109.0,43545.0,26592,4414,27736,3843,54328,8257,6103,65.2,54.0,6103,49.9,40.0
2562,1226,1336,6105,34974.0,35474.0,,18205.0,,,5379,1332,5355,1094,10734,2426,6105,66.6,15.0,6105,52.4,11.0
125775,60834,64941,6107,42031.0,42513.0,22458.0,36199.0,57851.0,34677.0,180176,44296,190135,35140,370311,79436,6107,47.9,174.0,6107,40.7,145.0
7010,3092,3918,6109,50306.0,50883.0,30972.0,43182.0,52330.0,48225.0,22107,3017,23557,2159,45664,5176,6109,58.0,52.0,6109,37.6,35.0
91880,42180,49700,6111,77348.0,76839.0,74474.0,59457.0,103602.0,59009.0,347674,63746,371628,51009,719302,114755,6111,41.5,344.0,6111,30.3,250.0
39688,18185,21503,6113,54989.0,59421.0,36208.0,53810.0,46215.0,46885.0,87463,12481,95866,9946,183329,22427,6113,42.3,74.0,6113,34.3,60.0
15862,7384,8478,6115,46892.0,48312.0,37386.0,31712.0,52528.0,41341.0,29943,5357,31024,4787,60967,10144,6115,68.1,44.0,6115,55.3,35.0
64241,29134,35107,8001,58946.0,60451.0,43031.0,56750.0,58984.0,46978.0,189978,44652,197245,35868,387223,80520,8001,52.6,182.0,8001,39.0,133.0
4396,1771,2625,8003,32395.0,32353.0,24931.0,54000.0,,24268.0,6483,1147,7379,814,13862,1961,8003,47.9,7.0,8003,30.5,5.0
67679,31140,36539,8005,63265.0,68266.0,46143.0,44038.0,66821.0,44998.0,252809,43197,271608,35597,524417,78794,8005,47.5,253.0,8005,33.7,177.0
1405,661,744,8007,46646.0,48588.0,,,,35361.0,4749,1386,4721,1212,9470,2598,8007,31.7,6.0,8007,22.7,4.0
736,308,428,8009,38000.0,38833.0,,,,32500.0,1438,301,1643,218,3081,519,8009,78.2,5.0,8009,,
923,473,450,8011,36791.0,37982.0,,8929.0,,31154.0,1493,338,1601,192,3094,530,8011,44.0,4.0,8011,,
42167,20822,21345,8013,70961.0,72616.0,52284.0,38409.0,74525.0,42344.0,140104,14558,141062,12224,281166,26782,8013,35.5,94.0,8013,24.3,65.0
3930,1582,2348,8014,81898.0,82961.0,,,90586.0,62424.0,27449,2447,28789,1679,56238,4126,8014,48.4,23.0,8014,37.8,18.0
1502,647,855,8015,51092.0,50909.0,,,,33750.0,7356,1459,7403,1018,14759,2477,8015,36.9,11.0,8015,30.6,8.0
168,78,90,8017,52554.0,52609.0,,,,36806.0,811,220,747,179,1558,399,8017,,2.0,8017,,
748,352,396,8019,67710.0,68680.0,28510.0,,,28173.0,4096,515,4092,306,8188,821,8019,38.1,3.0,8019,,
1491,735,756,8021,36652.0,36675.0,,,,30030.0,3320,750,3543,595,6863,1345,8021,34.7,4.0,8021,32.6,3.0
850,354,496,8023,31321.0,31286.0,,13214.0,,24292.0,1581,285,1395,320,2976,605,8023,,2.0,8023,,
1449,587,862,8025,31151.0,31389.0,,13750.0,53194.0,16989.0,1759,271,2125,266,3884,537,8025,,2.0,8025,,
736,385,351,8027,35000.0,35636.0,26833.0,,,,1613,524,1736,413,3349,937,8027,59.5,4.0,8027,,
4716,2086,2630,8029,42452.0,42613.0,,33750.0,36743.0,35710.0,11449,2812,12536,2420,23985,5232,8029,46.3,23.0,8029,35.0,17.0
110299,52215,58084,8031,53637.0,58585.0,33139.0,37257.0,51968.0,38740.0,267697,53725,282385,39310,550082,93035,8031,48.5,264.0,8031,36.2,196.0
398,218,180,8033,31875.0,32057.0,,,,36346.0,899,118,758,87,1657,205,8033,,2.0,8033,,
12110,5653,6457,8035,102964.0,103212.0,109333.0,66442.0,103926.0,92710.0,143468,8170,147150,7231,290618,15401,8035,37.1,75.0,8035,24.0,48.0
4780,2769,2011,8037,72214.0,74237.0,53015.0,54637.0,51943.0,52067.0,22270,5524,20430,4256,42700,9780,8037,28.3,9.0,8037,14.9,5.0
1649,819,830,8039,84963.0,84336.0,105526.0,,,61451.0,10597,1313,10716,1135,21313,2448,8039,47.5,10.0,8039,36.5,7.0
75033,33973,41060,8041,58206.0,61208.0,47271.0,41645.0,60311.0,43176.0,266035,37593,290199,30351,556234,67944,8041,50.3,282.0,8041,35.7,196.0
6272,2828,3444,8043,40423.0,40451.0,,28478.0,,41794.0,14966,2281,16985,1946,31951,4227,8043,56.4,38.0,8043,41.3,28.0
6786,3452,3334,8045,56590.0,58930.0,34639.0,,33686.0,43764.0,20773,7848,21056,6668,41829,14516,8045,43.2,19.0,8045,26.1,11.0
413,188,225,8047,65670.0,66210.0,,,,39643.0,2491,343,2426,292,4917,635,8047,,2.0,8047,,
1543,733,810,8049,63628.0,64840.0,37308.0,,,33506.0,6134,1509,5371,1336,11505,2845,8049,47.5,6.0,8049,38.5,4.0
2509,1163,1346,8051,48071.0,48628.0,,101563.0,,31454.0,6999,1402,6139,1059,13138,2461,8051,24.8,3.0,8051,,
70,34,36,8053,57083.0,57875.0,,,,,356,60,394,64,750,124,8053,,2.0,8053,,
1171,646,525,8055,31715.0,32833.0,,43240.0,,25049.0,2602,584,2728,405,5330,989,8055,59.2,8.0,8055,43.5,6.0
155,71,84,8057,46014.0,46892.0,,,,38750.0,582,122,572,54,1154,176,8057,,2.0,8057,,
46423,20756,25667,8059,70164.0,70920.0,45554.0,68851.0,71856.0,51220.0,240890,28944,253891,22256,494781,51200,8059,43.7,262.0,8059,30.5,179.0
189,68,121,8061,40304.0,40439.0,,,,41563.0,544,115,676,99,1220,214,8061,,2.0,8061,,
1157,444,713,8063,40603.0,41563.0,,,,22462.0,2923,574,3029,542,5952,1116,8063,55.1,6.0,8063,36.0,4.0
833,373,460,8065,45367.0,49688.0,,,,41216.0,3236,742,2684,643,5920,1385,8065,,2.0,8065,,
5432,2273,3159,8067,60278.0,61385.0,28922.0,49663.0,57344.0,52960.0,21982,4645,22642,3415,44624,8060,8067,34.4,19.0,8067,24.6,13.0
42338,19766,22572,8069,59805.0,60557.0,42036.0,36506.0,57875.0,46256.0,139780,17059,145434,13510,285214,30569,8069,39.7,124.0,8069,29.8,92.0
2055,1039,1016,8071,45067.0,45376.0,45069.0,15568.0,39659.0,37436.0,5944,1071,6018,970,11962,2041,8071,46.9,10.0,8071,37.3,8.0
624,223,401,8073,39005.0,39398.0,,25833.0,,31458.0,1416,115,2073,159,3489,274,8073,53.5,4.0,8073,46.9,3.0
3529,1745,1784,8075,42319.0,42475.0,2499.0,,,40699.0,9154,2218,8832,1110,17986,3328,8075,36.4,10.0,8075,30.4,8.0
22545,10438,12107,8077,49322.0,49658.0,39271.0,32689.0,,39535.0,62209,10578,64142,9629,126351,20207,8077,56.1,102.0,8077,42.4,77.0
56,18,38,8079,48125.0,52000.0,,,,45568.0,353,28,325,27,678,55,8079,,2.0,8079,,
1462,703,759,8081,51387.0,51829.0,,,64231.0,32129.0,5485,1268,5327,913,10812,2181,8081,40.0,6.0,8081,37.3,5.0
4550,2193,2357,8083,43553.0,44878.0,,28451.0,,40223.0,9654,2983,10467,2391,20121,5374,8083,40.2,15.0,8083,31.0,12.0
7644,3476,4168,8085,43999.0,44539.0,,,88523.0,34544.0,16045,3781,16771,3816,32816,7597,8085,49.6,28.0,8085,40.3,24.0
3218,1172,2046,8087,48450.0,48826.0,41228.0,30833.0,,46194.0,12045,1757,12343,1744,24388,3501,8087,49.5,16.0,8087,41.2,13.0
4396,2097,2299,8089,32311.0,35986.0,,18904.0,30565.0,24850.0,7592,1415,8057,1311,15649,2726,8089,40.5,11.0,8089,29.3,8.0
355,174,181,8091,61624.0,61984.0,,,,31719.0,1844,395,2086,255,3930,650,8091,,2.0,8091,,
1170,563,607,8093,56969.0,56462.0,,,,36176.0,7209,1208,6891,733,14100,1941,8093,35.8,8.0,8093,25.5,4.0
658,293,365,8095,43639.0,43417.0,,12750.0,,40109.0,1913,309,1816,268,3729,577,8095,53.0,4.0,8095,,
1709,663,1046,8097,71196.0,71372.0,,86250.0,,35000.0,7865,1330,7024,1144,14889,2474,8097,24.1,4.0,8097,,
2264,993,1271,8099,40179.0,40260.0,,,,28214.0,5046,965,5307,732,10353,1697,8099,67.3,10.0,8099,58.6,9.0
31017,14201,16816,8101,41286.0,43348.0,40104.0,34861.0,37931.0,34013.0,66883,10100,73703,6961,140586,17061,8101,49.8,99.0,8101,36.8,74.0
1113,521,592,8103,61842.0,61118.0,,76136.0,,53750.0,3068,361,2880,309,5948,670,8103,,2.0,8103,,
2198,1070,1128,8105,39672.0,38786.0,145610.0,,,35776.0,4698,960,4985,882,9683,1842,8105,29.2,5.0,8105,21.0,3.0
2369,1338,1031,8107,64963.0,66137.0,,,,55217.0,10917,1385,9954,1252,20871,2637,8107,31.5,6.0,8107,24.3,4.0
1450,609,841,8109,33393.0,34086.0,,25500.0,,31250.0,2162,937,2244,871,4406,1808,8109,60.6,4.0,8109,,
100,48,52,8111,36324.0,36379.0,,,,21250.0,264,63,226,53,490,116,8111,,2.0,8111,,
854,398,456,8113,56047.0,55135.0,,,,48750.0,3475,562,3155,453,6630,1015,8113,,2.0,8113,,
335,138,197,8115,44191.0,46350.0,70192.0,,41250.0,30938.0,964,164,1108,99,2072,263,8115,,2.0,8115,,
3949,1928,2021,8117,67983.0,71528.0,,33958.0,2499.0,41211.0,12116,3713,10374,2654,22490,6367,8117,14.8,4.0,8117,21.6,3.0
1728,826,902,8119,62372.0,62444.0,128750.0,,92708.0,42656.0,10383,1275,10200,1245,20583,2520,8119,41.1,11.0,8119,26.4,8.0
466,184,282,8121,45541.0,45131.0,,,,34091.0,2001,259,2092,170,4093,429,8121,,2.0,8121,,
34007,15469,18538,8123,60572.0,62265.0,37281.0,47670.0,70000.0,43558.0,117241,16815,118408,15738,235649,32553,8123,45.7,101.0,8123,35.2,76.0
1451,599,852,8125,43105.0,44702.0,,,,26250.0,4057,678,4550,756,8607,1434,8125,62.5,8.0,8125,40.3,5.0
82743,36089,46654,9001,84233.0,94786.0,46418.0,43980.0,112109.0,47911.0,398180,55567,432919,44703,831099,100270,9001,54.9,571.0,9001,34.5,365.0
104196,46770,57426,9003,66395.0,73333.0,42966.0,26289.0,86310.0,34131.0,390154,34444,430902,26115,821056,60559,9003,62.0,662.0,9003,40.4,439.0
12893,6253,6640,9005,72061.0,72584.0,64050.0,,73963.0,60701.0,84207,7090,88395,5185,172602,12275,9005,62.5,160.0,9005,38.7,99.0
10710,4712,5998,9007,79893.0,81748.0,50864.0,68274.0,105321.0,61407.0,74580,5483,79505,3690,154085,9173,9007,65.7,144.0,9007,44.2,96.0
108533,46592,61941,9009,61640.0,68413.0,38667.0,41711.0,75756.0,36393.0,371693,38036,413529,28371,785222,66407,9009,70.2,718.0,9009,44.9,467.0
25766,11243,14523,9011,66233.0,70299.0,45851.0,54753.0,69488.0,35648.0,117687,9625,127638,6301,245325,15926,9011,68.7,224.0,9011,43.3,142.0
9511,4404,5107,9013,79626.0,80666.0,51968.0,,90176.0,48113.0,69525,4026,72384,2882,141909,6908,9013,62.7,98.0,9013,41.8,65.0
11999,4937,7062,9015,59392.0,60866.0,47056.0,55579.0,50938.0,31520.0,52591,4669,55081,3442,107672,8111,9015,65.0,86.0,9015,47.5,62.0
110365,48069,62296,11001,70848.0,115890.0,40677.0,61985.0,83064.0,61087.0,276285,22198,323314,14813,599599,37011,11001,59.0,351.0,11001,40.6,240.0
22074,9294,12780,10001,54976.0,58299.0,48490.0,34177.0,48917.0,41556.0,71860,7217,81320,5658,153180,12875,10001,79.2,147.0,10001,57.0,105.0
60487,25747,34740,10003,65476.0,71263.0,49681.0,47074.0,94421.0,47696.0,236835,22972,262252,19167,499087,42139,10003,67.3,387.0,10003,50.3,289.0
25754,11078,14676,10005,53751.0,56665.0,36482.0,37411.0,97607.0,38682.0,87643,11295,96771,8798,184414,20093,10005,74.2,239.0,10005,53.1,171.0
58203,27526,30677,12001,43073.0,50142.0,26561.0,31900.0,47236.0,32105.0,103064,18026,114762,15667,217826,33693,12001,67.8,160.0,12001,48.6,114.0
4393,1849,2544,12003,47121.0,51751.0,30553.0,,,100647.0,10298,1772,11081,1480,21379,3252,12003,99.5,27.0,12003,75.2,21.0
26235,11556,14679,12005,47368.0,49175.0,33759.0,27721.0,42727.0,42029.0,68041,15563,74296,13119,142337,28682,12005,88.4,185.0,12005,66.5,139.0
4896,2208,2688,12007,41606.0,48213.0,23355.0,,,53889.0,9447,2538,10148,1770,19595,4308,12007,82.1,28.0,12007,65.8,23.0
76460,35131,41329,12009,48925.0,50714.0,33027.0,54879.0,55728.0,42464.0,223646,43920,244237,36499,467883,80419,12009,74.2,647.0,12009,55.4,487.0
265880,119303,146577,12011,51968.0,56399.0,42020.0,41408.0,63451.0,51620.0,701051,186805,768123,176118,1469174,362923,12011,53.5,1129.0,12011,38.7,827.0
2407,1034,1373,12013,34510.0,35000.0,30000.0,55139.0,61750.0,,4924,1212,5067,1382,9991,2594,12013,78.2,15.0,12013,68.4,13.0
19760,8772,10988,12015,44244.0,45107.0,32725.0,16429.0,48750.0,27344.0,65469,12778,72012,12279,137481,25057,12015,62.3,233.0,12015,45.3,175.0
23903,10602,13301,12017,38312.0,38237.0,35171.0,34583.0,74141.0,33650.0,56990,9243,62626,8906,119616,18149,12017,79.7,244.0,12017,64.2,200.0
20580,9158,11422,12019,58290.0,59727.0,50825.0,55192.0,64081.0,58520.0,81814,12802,87934,11830,169748,24632,12019,79.2,161.0,12019,58.5,117.0
47436,22674,24762,12021,57452.0,59387.0,32252.0,47364.0,60750.0,40708.0,129514,37119,141173,31428,270687,68547,12021,43.3,268.0,12021,30.5,194.0
12498,5458,7040,12023,41926.0,44156.0,29569.0,34375.0,93750.0,40239.0,25684,4960,27284,5238,52968,10198,12023,88.2,77.0,12023,62.8,54.0
10123,5668,4455,12027,35165.0,36579.0,22205.0,22188.0,,28697.0,12016,6079,12514,2527,24530,8606,12027,57.7,28.0,12027,45.0,22.0
3061,1320,1741,12029,36292.0,36789.0,21667.0,,,,5773,1510,5975,1316,11748,2826,12029,100.0,26.0,12029,73.8,19.0
150792,66314,84478,12031,47690.0,54477.0,33145.0,45795.0,68057.0,41265.0,348726,69632,393413,61083,742139,130715,12031,78.1,685.0,12031,53.8,465.0
45308,20987,24321,12033,45390.0,50794.0,30842.0,56161.0,40284.0,36743.0,116879,22448,132565,18328,249444,40776,12033,78.4,281.0,12033,58.8,211.0
14814,6979,7835,12035,47866.0,49324.0,35800.0,,63291.0,47200.0,40356,7640,45070,7344,85426,14984,12035,67.7,120.0,12035,49.7,90.0
1977,872,1105,12037,40401.0,40464.0,36917.0,27083.0,51917.0,51250.0,3898,1082,3899,903,7797,1985,12037,93.4,16.0,12037,77.7,12.0
11907,5937,5970,12039,35567.0,48910.0,29784.0,,32924.0,29792.0,16381,4465,19672,3451,36053,7916,12039,66.4,38.0,12039,51.5,29.0
3598,1705,1893,12041,40623.0,40690.0,23750.0,23594.0,,,6212,1652,6150,1794,12362,3446,12041,74.3,17.0,12041,71.7,17.0
2408,1150,1258,12043,34877.0,34834.0,22841.0,85515.0,,36563.0,4492,1533,4683,1214,9175,2747,12043,54.9,13.0,12043,41.5,9.0
1924,830,1094,12045,41788.0,44034.0,31556.0,,,29773.0,5660,1346,5374,1079,11034,2425,12045,92.6,20.0,12045,65.2,14.0
3234,1467,1767,12047,35048.0,40971.0,20941.0,,,17292.0,4472,903,4844,828,9316,1731,12047,67.8,12.0,12047,53.2,9.0
7029,3262,3767,12049,35457.0,37104.0,26900.0,,,30239.0,9773,3558,9673,2790,19446,6348,12049,69.0,20.0,12049,49.1,14.0
9696,4898,4798,12051,36771.0,40931.0,22298.0,27625.0,46042.0,34684.0,12624,6343,12932,4928,25556,11271,12051,65.2,25.0,12051,47.8,18.0
27375,12662,14713,12053,40945.0,41559.0,26583.0,25139.0,44187.0,41056.0,69276,13919,77784,11982,147060,25901,12053,74.9,241.0,12053,55.8,183.0
18863,9056,9807,12055,35093.0,36108.0,26045.0,8839.0,89583.0,26814.0,39100,8307,42730,7146,81830,15453,12055,73.3,155.0,12055,51.4,110.0
217684,98476,119208,12057,50579.0,54914.0,34587.0,50721.0,71675.0,39548.0,513975,113535,566133,97187,1080108,210722,12057,69.7,895.0,12057,48.3,616.0
4903,2374,2529,12059,35020.0,35287.0,28750.0,,,10300.0,6781,1939,7454,1544,14235,3483,12059,71.2,20.0,12059,68.6,18.0
20272,8950,11322,12061,45798.0,47439.0,26746.0,,86410.0,35382.0,55362,12465,62107,11598,117469,24063,12061,67.0,180.0,12061,51.2,143.0
9090,4056,5034,12063,35098.0,38721.0,24740.0,31528.0,,26071.0,17614,2648,18268,2817,35882,5465,12063,48.4,31.0,12063,52.8,34.0
1862,741,1121,12065,43355.0,54559.0,23821.0,,,,4579,594,5855,714,10434,1308,12065,42.5,9.0,12065,44.8,9.0
1425,563,862,12067,35864.0,40250.0,31657.0,,,12071.0,2563,950,2877,624,5440,1574,12067,97.3,9.0,12067,78.3,7.0
42497,19644,22853,12069,46403.0,47413.0,38742.0,34604.0,77563.0,42081.0,125259,22303,138043,21490,263302,43793,12069,76.0,400.0,12069,52.9,279.0
105166,48604,56562,12071,48537.0,50195.0,34157.0,34750.0,47389.0,36948.0,255054,66636,280570,55914,535624,122550,12071,59.2,651.0,12071,39.9,441.0
60286,28018,32268,12073,46745.0,56324.0,31270.0,27386.0,52020.0,38282.0,115325,17626,131496,15063,246821,32689,12073,54.8,130.0,12073,42.0,98.0
8601,4159,4442,12075,35782.0,36778.0,30750.0,,14250.0,29163.0,15211,4276,16052,3841,31263,8117,12075,103.5,67.0,12075,77.3,49.0
1237,711,526,12077,39406.0,42766.0,26205.0,,,38421.0,2740,935,2544,555,5284,1490,12077,73.3,6.0,12077,84.1,7.0
4269,1989,2280,12079,32164.0,38690.0,22361.0,,,60625.0,6335,1640,7137,1571,13472,3211,12079,54.8,14.0,12079,55.0,14.0
51595,23144,28451,12081,49675.0,51590.0,35425.0,53750.0,61650.0,34849.0,133634,30738,149647,26970,283281,57708,12081,59.0,328.0,12081,41.7,236.0
60207,26829,33378,12083,39459.0,40756.0,30245.0,,52821.0,30966.0,128783,29261,144671,26132,273454,55393,12083,82.0,493.0,12083,56.6,347.0
17965,8725,9240,12085,51593.0,53535.0,30564.0,45200.0,69009.0,37871.0,60203,12641,67195,8716,127398,21357,12085,59.6,177.0,12085,40.5,124.0
530006,234079,295927,12086,43129.0,45586.0,33103.0,42237.0,61134.0,40499.0,913720,345984,1029301,323198,1943021,669182,12086,44.4,1310.0,12086,29.9,885.0
9998,4952,5046,12087,57290.0,59105.0,46275.0,,75192.0,43500.0,29681,9093,27902,7520,57583,16613,12087,54.6,62.0,12087,45.5,50.0
